date,open,high,low,close,volume
2026-08-17,103.94,104.30,103.74,104.02,1100
2026-08-18,104.16,104.52,103.96,104.24,1100
2026-08-19,104.38,104.74,104.18,104.46,1100
2026-08-20,104.60,104.96,104.40,104.68,1100
2026-08-21,104.82,105.18,104.62,104.90,1100
2026-08-24,105.04,105.40,104.84,105.12,1100
2026-08-25,105.26,105.62,105.06,105.34,1100
2026-08-26,105.48,105.84,105.28,105.56,1100
2026-08-27,105.70,106.06,105.50,105.78,1100
2026-08-28,105.92,106.28,105.72,106.00,1100
2026-08-31,106.14,106.50,105.94,106.22,1100
2026-09-01,106.36,106.72,106.16,106.44,1100
2026-09-02,106.58,106.94,106.38,106.66,1100
2026-09-03,106.80,107.16,106.60,106.88,1100
2026-09-04,107.02,107.38,106.82,107.10,1100
2026-09-07,107.24,107.60,107.04,107.32,1100
2026-09-08,107.46,107.82,107.26,107.54,1100
2026-09-09,107.68,108.04,107.48,107.76,1100
2026-09-10,107.90,108.26,107.70,107.98,1100
2026-09-11,108.12,108.48,107.92,108.20,1100
2026-09-14,108.34,108.70,108.14,108.42,1100
2026-09-15,108.56,108.92,108.36,108.64,1100
2026-09-16,108.78,109.14,108.58,108.86,1100
2026-09-17,109.00,109.36,108.80,109.08,1100
2026-09-18,108.88,109.28,100.80,101.30,3200
